OrderNum,OrderDate,OrderType,Customer ID,Product ID,Quantity
1106429,09-07-2020,Retail,2230,SP304,1
1106430,09-07-2020,Retail,2327,SP204,1
1106431,09-07-2020,Retail,3180,SP123,2
1106432,09-07-2020,Retail,1992,SP304,2
1106433,09-07-2020,Retail,1998,FT682,1
1106434,01-12-2020,Wholesale,3756,SP306,125
1106435,10-07-2020,Retail,1852,MW102,1
1106436,10-07-2020,Retail,3874,MW262,3
1106437,10-07-2020,Retail,3890,SP125,2
1106438,10-05-2020,Retail,3407,SP305,1
1106439,10-07-2020,Retail,3518,FT609,1
1106440,10-07-2020,Retail,1237,MW152,4
1106441,10-07-2020,Retail,4014,SP126,2
1106442,03-11-2020,Retail,1584,MW232,2
1106443,11-05-2020,Retail,3431,SP120,1
1106444,11-07-2020,Retail,3693,FT358,1
1106445,11-07-2020,Retail,2566,MW102,4
1106446,11-07-2020,Retail,3207,MW222,3
1106447,11-07-2020,Retail,1209,SP603,3
1106448,11-07-2020,Retail,3767,SP123,1
1106449,11-07-2020,Retail,2163,SP609,1
1106450,12-07-2020,Wholesale,2358,MW122,151
1106451,12-07-2020,Retail,4085,SP603,1
1106452,03-11-2020,Retail,2323,FT422,1
1106453,12-07-2020,Retail,4110,FT467,1
1106454,12-07-2020,Retail,3549,MW132,2
1106455,12-07-2020,Retail,4109,SP303,1
1106456,12-07-2020,Retail,2895,SP120,2
1106457,03-11-2020,Retail,1642,FT853,1
1106458,13-07-2020,Retail,2859,MW112,3
1106459,13-07-2020,Retail,2333,SP125,1
1106460,13-07-2020,Retail,2229,SP126,2
1106461,03-11-2020,Retail,2668,MW122,2
1106462,13-07-2020,Retail,2132,MW102,3
1106463,14-07-2020,Retail,1928,SP306,1
1106464,14-07-2020,Retail,4108,SP125,2
1106465,14-07-2020,Retail,3269,FT598,1
1106466,14-07-2020,Retail,1312,MW272,2
1106467,14-07-2020,Retail,2946,SP305,1
1106468,14-07-2020,Retail,3302,SP120,2
1106469,14-07-2020,Retail,3339,FT357,2
1106470,14-07-2020,Retail,1429,MW142,3
1106471,14-07-2020,Retail,2299,SP120,2
1106472,14-07-2020,Retail,2316,SP305,1
1106473,14-07-2020,Retail,2195,FT439,1
1106474,14-07-2020,Retail,2669,MW232,3
1106475,15-07-2020,Wholesale,3389,MW202,265
1106476,15-07-2020,Retail,3342,SP602,2
1106477,15-07-2020,Retail,2575,SP601,1
1106478,15-07-2020,Retail,3255,FT139,1
1106479,15-07-2020,Retail,1150,MW102,1
1106480,15-07-2020,Retail,1795,MW202,2
1106481,16-07-2020,Retail,1987,MW262,3
1106482,16-07-2020,Retail,1485,SP303,1
1106483,16-07-2020,Retail,2290,SP126,3
1106484,16-07-2020,Retail,1445,SP609,2
1106485,16-07-2020,Retail,2718,SP120,1
1106486,16-07-2020,Retail,1184,FT300,1
1106487,16-05-2020,Retail,1697,FT609,1
1106488,02-12-2020,Retail,2193,SP126,1
1106489,16-07-2020,Retail,2393,MW232,3
1106490,16-07-2020,Retail,3534,MW122,4
1106491,17-07-2020,Retail,1329,SP123,1
1106492,17-07-2020,Retail,3538,SP305,1
1106493,17-07-2020,Retail,3175,SP305,1
1106494,17-07-2020,Retail,2207,FT467,3
1106495,17-07-2020,Retail,2724,FT337,1
1106496,17-07-2020,Retail,3513,MW202,1
1106497,03-11-2020,Wholesale,1940,MW152,91
1106498,31-01-2020,Retail,3666,SP120,1
1106499,18-07-2020,Wholesale,3194,SP120,241
1106500,18-07-2020,Retail,4073,MW222,3
1106501,18-07-2020,Retail,3164,MW172,6
1106502,18-07-2020,Retail,3596,SP201,1
1106503,18-07-2020,Retail,3374,SP202,2
1106504,18-07-2020,Retail,1283,SP202,1
1106505,03-11-2020,Retail,1997,MW132,4
1106506,18-07-2020,Retail,1210,FT467,2
1106507,02-12-2020,Retail,2359,SP201,1
1106508,18-07-2020,Retail,1890,MW122,4
1106509,19-07-2020,Wholesale,1608,SP203,151
1106510,19-07-2020,Retail,2173,SP120,1
1106511,19-07-2020,Retail,3087,SP123,1
1106512,19-07-2020,Retail,1707,FT589,2
1106513,03-11-2020,Retail,3699,SP601,2
1106514,03-11-2020,Retail,3591,MW112,2
1106515,19-07-2020,Retail,1641,SP607,1
1106516,20-07-2020,Wholesale,1137,MW122,135
1106517,20-07-2020,Retail,2005,FT258,2
1106518,20-07-2020,Retail,2311,MW182,1
1106519,20-07-2020,Retail,2262,MW282,4
1106520,20-07-2020,Retail,2350,SP120,2
1106521,20-07-2020,Retail,1289,SP204,1
1106522,20-07-2020,Retail,3956,FT525,1
1106523,20-07-2020,Retail,2409,MW242,1
1106524,20-05-2020,Retail,1691,MW102,2
1106525,20-07-2020,Retail,3973,MW122,2
1106526,21-07-2020,Wholesale,3713,SP204,163
1106527,31-01-2020,Retail,3168,SP201,1
1106528,21-07-2020,Retail,3754,SP607,1
1106529,04-11-2020,Retail,1224,MW122,1
1106530,21-07-2020,Retail,3682,SP203,1
1106531,21-07-2020,Retail,2956,SP305,2
1106532,21-07-2020,Retail,2845,SP204,2
1106533,21-07-2020,Retail,2540,SP126,2
1106534,21-07-2020,Retail,2609,FT181,1
1106535,22-05-2020,Wholesale,3327,MW222,64
1106536,22-07-2020,Wholesale,2980,SP604,132
1106537,22-07-2020,Retail,3768,FT139,1
1106538,22-07-2020,Retail,1281,FT895,1
1106539,22-05-2020,Retail,3311,MW202,2
1106540,22-07-2020,Retail,1193,SP204,1
1106541,22-07-2020,Retail,4081,SP607,2
1106542,23-07-2020,Wholesale,3612,MW262,140
1106543,23-07-2020,Retail,3387,SP120,2
1106544,23-07-2020,Retail,1684,MW102,3
1106545,23-07-2020,Retail,2331,SP602,2
1106546,23-07-2020,Retail,2673,FT853,1
1106547,02-12-2020,Retail,1335,MW202,1
1106548,23-07-2020,Retail,1473,MW112,1
1106549,04-11-2020,Wholesale,4017,MW242,55
1106550,24-07-2020,Retail,3710,SP201,1
1106551,24-07-2020,Retail,3028,SP604,1
1106552,24-07-2020,Retail,1307,SP203,2
1106553,24-07-2020,Retail,3747,SP609,2
1106554,24-07-2020,Retail,1942,MW142,2
1106555,25-07-2020,Retail,2924,SP201,1
1106556,25-07-2020,Retail,3374,SP609,2
1106557,25-07-2020,Retail,2261,FT853,1
1106558,30-06-2020,Retail,3584,SP303,2
1106559,25-07-2020,Retail,3084,SP126,2
1106560,25-07-2020,Retail,3694,SP123,1
1106561,25-07-2020,Retail,2541,MW172,120
1106562,26-07-2020,Retail,1586,SP120,2
1106563,26-07-2020,Retail,1904,SP123,2
1106564,04-11-2020,Retail,3908,FT422,1
1106565,31-01-2020,Retail,1640,SP125,2
1106566,26-07-2020,Wholesale,2574,SP604,153
1106567,26-07-2020,Retail,3588,FT682,1
1106568,26-07-2020,Retail,3035,MW122,3
1106569,26-07-2020,Wholesale,1710,MW222,187
1106570,26-07-2020,Retail,2521,SP603,2
1106571,27-05-2020,Retail,3404,FT530,2
1106572,27-07-2020,Wholesale,4052,SP601,268
1106573,27-07-2020,Retail,3425,MW262,3
1106574,04-11-2020,Retail,3591,FT853,1
1106575,27-07-2020,Retail,1965,MW202,4
1106576,02-12-2020,Retail,2198,MW252,3
1106577,28-07-2020,Retail,2309,MW142,2
1106578,28-07-2020,Retail,2915,SP304,1
1106579,28-07-2020,Wholesale,3319,MW162,169
1106580,28-07-2020,Retail,1242,SP203,2
1106581,28-07-2020,Retail,1654,SP609,1
1106582,28-07-2020,Retail,1122,SP126,1
1106583,29-07-2020,Retail,3738,MW282,6
1106584,29-07-2020,Retail,1991,MW172,4
1106585,29-05-2020,Wholesale,1482,SP607,92
1106586,29-07-2020,Retail,2874,SP123,2
1106587,29-07-2020,Retail,3738,SP202,1
1106588,29-07-2020,Retail,2246,FT644,2
1106589,29-07-2020,Wholesale,2000,MW112,175
1106590,02-12-2020,Retail,3236,SP304,1
1106591,30-07-2020,Retail,3032,SP304,2
1106592,30-07-2020,Retail,2272,MW282,1
1106593,31-05-2020,Retail,3915,SP120,1
1106594,02-12-2020,Wholesale,3709,FT358,108
1106595,31-07-2020,Retail,2531,MW122,5
1106596,31-07-2020,Retail,1857,SP305,2
1106597,31-07-2020,Wholesale,2926,FT172,77
1106598,31-07-2020,Retail,2714,SP305,1
1106599,01-08-2020,Retail,3080,SP304,1
1106600,01-08-2020,Retail,3597,SP304,2
1106601,01-08-2020,Wholesale,2690,MW182,142
1106602,02-08-2020,Retail,1588,SP126,1
1106603,02-08-2020,Retail,3251,SP604,2
1106604,02-08-2020,Retail,3027,FT981,1
1106605,02-08-2020,Wholesale,3876,FT139,62
1106606,02-08-2020,Retail,1227,FT609,1
1106607,02-08-2020,Retail,3916,SP202,1
1106608,03-08-2020,Retail,2144,FT871,2
1106609,03-08-2020,Retail,3344,FT358,2
1106610,04-08-2020,Retail,2726,SP126,2
1106611,04-08-2020,Retail,3656,FT434,1
1106612,04-08-2020,Retail,2207,SP601,1
1106613,04-08-2020,Retail,3324,SP202,2
1106614,04-08-2020,Retail,3004,MW122,3
1106615,04-08-2020,Retail,2855,FT139,1
1106616,04-08-2020,Retail,3000,SP123,1
1106617,04-08-2020,Retail,2399,SP202,157
1106618,05-08-2020,Wholesale,3194,FT962,61
1106619,05-08-2020,Retail,2966,SP202,2
1106620,05-08-2020,Retail,2871,SP126,1
1106621,05-08-2020,Retail,1948,SP609,160
1106622,05-08-2020,Retail,1599,FT172,1
1106623,06-08-2020,Wholesale,1303,FT727,97
1106624,06-08-2020,Wholesale,2205,MW102,197
1106625,06-08-2020,Retail,3971,FT589,1
1106626,06-08-2020,Retail,3034,MW122,2
1106627,07-08-2020,Retail,3521,SP120,2
1106628,07-08-2020,Retail,3055,MW222,3
1106629,07-08-2020,Retail,3578,FT280,1
1106630,07-08-2020,Retail,2403,MW142,3
1106631,07-08-2020,Retail,3894,SP123,1
1106632,07-08-2020,Retail,3002,FT172,2
1106633,07-08-2020,Retail,2514,SP204,2
1106634,07-08-2020,Retail,3609,FT544,1
1106635,07-08-2020,Retail,3164,FT358,2
1106636,08-08-2020,Retail,1792,SP304,2
1106637,08-08-2020,Retail,3531,MW172,6
1106638,08-08-2020,Wholesale,2209,SP305,196
1106639,08-08-2020,Retail,4073,MW102,1
1106640,09-08-2020,Retail,4089,MW202,1
1106641,09-08-2020,Wholesale,1110,FT337,72
1106642,09-08-2020,Retail,3396,FT609,1
1106643,09-08-2020,Retail,4055,MW102,1
1106644,09-08-2020,Retail,3639,MW102,5
1106645,09-08-2020,Retail,3601,SP126,1
1106646,09-08-2020,Retail,3897,FT895,1
1106647,09-08-2020,Retail,3016,SP607,2
1106648,09-08-2020,Retail,1819,MW182,3
1106649,09-08-2020,Retail,2917,SP126,2
1106650,09-08-2020,Retail,2013,MW102,2
1106651,09-08-2020,Wholesale,1788,MW202,287
1106652,10-08-2020,Retail,2324,MW222,2
1106653,10-08-2020,Retail,3659,SP126,2
1106654,10-08-2020,Wholesale,1440,MW162,95
1106655,10-08-2020,Retail,2644,FT485,1
1106656,11-08-2020,Retail,2367,SP204,1
1106657,11-08-2020,Retail,1564,FT895,1
1106658,11-08-2020,Retail,3970,FT172,2
1106659,11-08-2020,Retail,2914,SP602,1
1106660,11-08-2020,Retail,1677,SP123,2
1106661,11-08-2020,Wholesale,3612,MW102,200
1106662,11-08-2020,Retail,3244,SP123,2
1106663,11-08-2020,Retail,2528,SP123,2
1106664,11-08-2020,Retail,3971,FT422,1
1106665,11-08-2020,Wholesale,2690,MW112,99
1106666,12-08-2020,Retail,2759,SP303,2
1106667,12-08-2020,Retail,3567,SP304,1
1106668,12-08-2020,Retail,2286,SP303,165
1106669,12-08-2020,Retail,1146,MW242,2
1106670,13-08-2020,Retail,3579,FT853,1
1106671,13-08-2020,Wholesale,1428,SP303,243
1106672,13-08-2020,Retail,1466,SP305,1
1106673,13-08-2020,Wholesale,3282,MW122,196
1106674,14-08-2020,Retail,2566,SP126,1
1106675,14-08-2020,Wholesale,1570,MW262,85
1106676,14-08-2020,Wholesale,1562,FT870,28
1106677,14-08-2020,Retail,2393,SP304,1
1106678,14-08-2020,Retail,3953,MW162,3
1106679,14-08-2020,Retail,3354,FT181,1
1106680,14-08-2020,Retail,2342,SP602,1
1106681,14-08-2020,Retail,1983,SP126,1
1106682,14-08-2020,Retail,4121,MW272,73
1106683,14-08-2020,Wholesale,2589,MW172,64
1106684,14-08-2020,Retail,2549,MW222,4
1106685,15-08-2020,Retail,4125,FT544,1
1106686,15-08-2020,Retail,2881,FT825,2
1106687,15-08-2020,Retail,3602,MW162,2
1106688,15-08-2020,Retail,2406,SP601,1
1106689,15-08-2020,Retail,3340,MW202,4
1106690,15-08-2020,Wholesale,1428,SP126,277
1106691,16-08-2020,Wholesale,3905,MW152,76
1106692,16-08-2020,Retail,3024,SP204,1
1106693,16-08-2020,Retail,3541,SP126,1
1106694,16-08-2020,Retail,3972,FT871,1
1106695,16-08-2020,Wholesale,3624,SP123,67
1106696,17-08-2020,Retail,3615,SP601,2
1106697,17-08-2020,Retail,2138,SP120,2
1106698,17-08-2020,Retail,2981,FT976,2
1106699,17-08-2020,Retail,1558,FT609,1
1106700,17-08-2020,Retail,2886,SP304,2
1106701,18-08-2020,Retail,2149,MW152,1
1106702,18-08-2020,Retail,1906,SP607,1
1106703,18-08-2020,Retail,4060,SP126,2
1106704,18-08-2020,Retail,4060,FT280,1
1106705,18-08-2020,Retail,2239,MW222,1
1106706,18-08-2020,Retail,2388,SP607,2
1106707,19-08-2020,Retail,4038,MW102,7
1106708,19-08-2020,Retail,1151,SP603,2
1106709,19-08-2020,Retail,1458,FT467,1
1106710,20-08-2020,Retail,1275,SP201,1
1106711,20-08-2020,Retail,3646,SP204,1
1106712,20-08-2020,Retail,1930,MW262,2
1106713,20-08-2020,Retail,2626,SP120,1
1106714,20-08-2020,Retail,1197,FT300,1
1106715,20-08-2020,Retail,3347,MW122,2
1106716,20-08-2020,Wholesale,2279,SP126,159
1106717,20-08-2020,Retail,1990,SP601,1
1106718,20-08-2020,Retail,3712,MW202,1
1106719,20-08-2020,Retail,3907,FT439,1
1106720,21-08-2020,Retail,3326,MW142,4
1106721,21-08-2020,Retail,2259,SP120,2
1106722,21-08-2020,Retail,2135,MW172,3
1106723,21-08-2020,Wholesale,2151,SP204,132
1106724,21-08-2020,Retail,1583,SP304,1
1106725,21-08-2020,Retail,2599,SP609,1
1106726,21-08-2020,Wholesale,3520,SP204,153
1106727,21-08-2020,Retail,2016,MW262,4
1106728,22-08-2020,Retail,1904,MW252,4
1106729,22-08-2020,Retail,3423,SP204,1
1106730,22-08-2020,Retail,1528,MW142,3
1106731,23-08-2020,Retail,1991,SP609,1
1106732,23-08-2020,Retail,2519,MW232,1
1106733,23-08-2020,Retail,2175,FT598,1
1106734,25-08-2020,Wholesale,1674,FT577,52
1106735,25-08-2020,Retail,3749,SP202,1
1106736,26-08-2020,Retail,4111,FT139,1
1106737,26-08-2020,Retail,3724,FT609,2
1106738,26-08-2020,Retail,2881,MW272,1
1106739,26-08-2020,Retail,1221,FT358,1
1106740,26-08-2020,Retail,1188,SP603,2
1106741,26-08-2020,Retail,1846,FT682,1
1106742,26-08-2020,Wholesale,1215,SP125,157
1106743,27-08-2020,Retail,3719,FT853,1
1106744,27-08-2020,Retail,3751,FT598,1
1106745,27-08-2020,Retail,2735,FT344,4
1106746,28-08-2020,Retail,2525,SP126,1
1106747,28-08-2020,Retail,3654,MW172,1
1106748,28-08-2020,Retail,3935,SP121,1
1106749,29-08-2020,Retail,1277,SP202,1
1106750,29-08-2020,Retail,2732,SP305,1
1106751,29-08-2020,Retail,3704,SP602,1
1106752,29-08-2020,Wholesale,2168,SP306,136
1106753,29-08-2020,Wholesale,3957,FT139,60
1106754,29-08-2020,Wholesale,2538,SP120,182
1106755,29-08-2020,Retail,3001,FT895,1
1106756,30-08-2020,Wholesale,2698,MW202,47
1106757,30-08-2020,Retail,3524,SP202,1
1106758,30-08-2020,Retail,3976,MW282,1
1106759,30-08-2020,Wholesale,2354,SP604,48
1106760,30-08-2020,Retail,2616,MW122,2
1106761,31-08-2020,Retail,1439,FT870,1
1106762,31-08-2020,Retail,3541,FT962,1
1106763,31-08-2020,Retail,1963,MW122,3
1106764,31-08-2020,Retail,1609,FT280,1
1106765,31-08-2020,Wholesale,2729,SP607,149
1106766,01-09-2020,Wholesale,3399,SP306,44
1106767,01-09-2020,Wholesale,1922,MW132,85
1106768,01-09-2020,Retail,3615,MW262,1
1106769,02-09-2020,Retail,2628,MW182,2
1106770,02-09-2020,Retail,2642,SP303,2
1106771,02-09-2020,Retail,2829,SP120,2
1106772,02-09-2020,Retail,2718,SP309,1
1106773,02-09-2020,Retail,1271,SP309,2
1106774,02-09-2020,Retail,2602,SP609,1
1106775,02-09-2020,Retail,1843,FT976,107
1106776,02-09-2020,Retail,2649,SP202,2
1106777,02-09-2020,Wholesale,3677,FT139,42
1106778,02-09-2020,Retail,2727,SP303,1
1106779,03-09-2020,Wholesale,3737,MW152,52
1106780,03-09-2020,Wholesale,3709,SP125,163
1106781,03-09-2020,Retail,3191,SP126,2
1106782,03-09-2020,Wholesale,1922,FT825,23
1106783,03-09-2020,Retail,2929,FT870,1
1106784,03-09-2020,Retail,3614,SP305,1
1106785,03-09-2020,Retail,3609,SP603,1
1106786,03-09-2020,Wholesale,3357,MW222,147
1106787,04-09-2020,Wholesale,2375,SP125,123
1106788,04-09-2020,Retail,1855,SP202,40
1106789,04-09-2020,Wholesale,2518,MW122,132
1106790,04-09-2020,Retail,1139,MW122,2
1106791,05-09-2020,Retail,1111,MW102,1
1106792,05-09-2020,Retail,1699,SP306,1
1106793,05-09-2020,Retail,3583,SP609,2
1106794,05-09-2020,Retail,2972,FT530,1
1106795,05-09-2020,Retail,2855,SP201,2
1106796,05-09-2020,Retail,2203,SP123,2
1106797,05-09-2020,Retail,2642,SP126,2
1106798,06-09-2020,Retail,3057,SP303,1
1106799,06-09-2020,Wholesale,1500,SP204,105
1106800,06-09-2020,Retail,2625,FT589,1
1106801,06-09-2020,Retail,2938,SP309,2
1106802,06-09-2020,Retail,3868,FT439,1
1106803,06-09-2020,Retail,3075,FT727,1
1106804,07-09-2020,Retail,3545,SP603,2
1106805,07-09-2020,Wholesale,3664,MW202,278
1106806,07-09-2020,Wholesale,1514,MW222,145
1106807,07-09-2020,Wholesale,3183,FT280,20
1106808,08-09-2020,Wholesale,3411,MW242,61
1106809,08-09-2020,Retail,2288,SP123,1
1106810,08-09-2020,Retail,2512,SP126,1
1106811,08-09-2020,Retail,1977,MW262,2
1106812,08-09-2020,Wholesale,1172,SP601,257
1106813,08-09-2020,Retail,2831,SP607,104
1106814,08-09-2020,Retail,4125,FT544,1
1106815,08-09-2020,Retail,3592,SP203,1
1106816,09-09-2020,Wholesale,3179,FT797,90
1106817,09-09-2020,Retail,1531,SP604,3
1106818,09-09-2020,Retail,2152,MW232,1
1106819,09-09-2020,Retail,2716,FT870,33
1106820,10-09-2020,Retail,2629,SP603,1
1106821,10-09-2020,Wholesale,3944,SP203,182
1106822,10-09-2020,Retail,3339,FT467,1
1106823,10-09-2020,Wholesale,2948,SP120,143
1106824,10-09-2020,Retail,3536,FT853,1
1106825,11-09-2020,Retail,2152,MW182,2
1106826,11-09-2020,Retail,3029,SP126,2
1106827,11-09-2020,Retail,1919,MW202,1
1106828,11-09-2020,Retail,3871,SP123,1
1106829,11-09-2020,Retail,2140,FT895,1
1106830,11-09-2020,Retail,2930,MW232,3
1106831,12-09-2020,Retail,3299,MW102,5
1106832,12-09-2020,Retail,2661,SP603,2
1106833,12-09-2020,Retail,2940,FT853,1
1106834,12-09-2020,Retail,3181,MW202,1
1106835,12-09-2020,Retail,2515,SP607,2
1106836,12-09-2020,Retail,2395,MW272,3
1106837,12-09-2020,Retail,1821,FT258,1
1106838,13-09-2020,Retail,3599,MW102,4
1106839,13-09-2020,Retail,3719,FT589,2
1106840,13-09-2020,Retail,3184,SP203,1
1106841,13-09-2020,Retail,1885,SP609,1
1106842,13-09-2020,Retail,3939,SP304,1
1106843,13-09-2020,Wholesale,1656,FT962,76
1106844,13-09-2020,Retail,1705,SP201,1
1106845,13-09-2020,Retail,2572,MW242,6
1106846,13-09-2020,Retail,2324,SP303,2
1106847,13-09-2020,Retail,3368,MW162,1
1106848,13-09-2020,Retail,3611,SP201,2
1106849,13-09-2020,Retail,1472,MW162,3
1106850,14-09-2020,Retail,2038,MW132,5
1106851,14-09-2020,Retail,4118,SP304,2
1106852,14-09-2020,Retail,3722,SP201,1
1106853,14-09-2020,Retail,3077,FT434,1
1106854,15-09-2020,Retail,2899,MW272,1
1106855,15-09-2020,Retail,2688,FT727,2
1106856,15-09-2020,Retail,2568,FT976,1
1106857,15-09-2020,Retail,3548,SP203,1
1106858,15-09-2020,Wholesale,2647,MW132,125
1106859,15-09-2020,Retail,3334,FT434,2
1106860,15-09-2020,Retail,3685,MW162,3
1106861,16-09-2020,Retail,1836,SP309,2
1106862,16-09-2020,Retail,2178,SP126,2
1106863,16-09-2020,Retail,2559,SP305,1
1106864,16-09-2020,Retail,1197,MW232,3
1106865,16-09-2020,Retail,2511,SP201,1
1106866,16-09-2020,Retail,1691,SP305,1
1106867,16-09-2020,Wholesale,3418,MW142,163
1106868,17-09-2020,Retail,1255,SP203,1
1106869,17-09-2020,Retail,2731,FT962,1
1106870,17-09-2020,Wholesale,3863,MW242,51
1106871,17-09-2020,Retail,1527,SP601,1
1106872,17-09-2020,Retail,3014,SP305,2
1106873,17-09-2020,Retail,1143,FT350,1
1106874,17-09-2020,Retail,1234,MW102,3
1106875,18-09-2020,Retail,2233,SP603,1
1106876,18-09-2020,Retail,1180,FT825,1
1106877,18-09-2020,Retail,1934,SP126,2
1106878,18-09-2020,Retail,1627,SP201,2
1106879,18-09-2020,Retail,4015,SP609,2
1106880,19-09-2020,Retail,3891,MW222,1
1106881,19-09-2020,Wholesale,3058,FT870,56
1106882,19-09-2020,Retail,2360,MW202,2
1106883,19-09-2020,Wholesale,3218,MW132,61
1106884,19-09-2020,Wholesale,1648,SP120,193
1106885,19-09-2020,Retail,2163,FT139,1
1106886,20-09-2020,Retail,1135,MW172,3
1106887,20-09-2020,Retail,3641,SP125,154
1106888,20-09-2020,Retail,2302,FT598,1
1106889,20-09-2020,Retail,2239,SP204,1
1106890,20-09-2020,Retail,3902,SP604,1
1106891,20-09-2020,Retail,1497,MW222,3
1106892,20-09-2020,Wholesale,1788,SP607,122
1106893,21-09-2020,Retail,2051,SP306,2
1106894,21-09-2020,Retail,2830,SP601,2
1106895,21-09-2020,Retail,1320,FT525,1
1106896,21-09-2020,Retail,2133,SP603,1
1106897,21-09-2020,Retail,3706,MW262,5
1106898,21-09-2020,Retail,3050,MW202,4
1106899,21-09-2020,Retail,4123,SP601,1
1106900,21-09-2020,Retail,1981,MW202,185
1106901,21-09-2020,Retail,2837,SP123,1
1106902,21-09-2020,Retail,2148,MW122,1
1106903,21-09-2020,Retail,3285,FT589,1
1106904,21-09-2020,Retail,3172,MW122,6
1106905,22-09-2020,Retail,3665,MW102,1
1106906,22-09-2020,Wholesale,3383,FT434,65
1106907,22-09-2020,Retail,1448,MW232,4
1106908,22-09-2020,Retail,3694,SP204,1
1106909,22-09-2020,Retail,1194,FT609,1
1106910,23-09-2020,Retail,3705,SP607,2
1106911,23-09-2020,Retail,2909,MW262,5
1106912,23-09-2020,Retail,3768,SP202,2
1106913,23-09-2020,Retail,1162,SP201,3
1106914,24-09-2020,Retail,1809,FT358,1
1106915,24-09-2020,Retail,3288,FT682,2
1106916,24-09-2020,Retail,3755,MW222,3
1106917,24-09-2020,Retail,1856,SP602,1
1106918,25-09-2020,Retail,3530,MW102,5
1106919,25-09-2020,Retail,2148,FT434,1
1106920,25-09-2020,Retail,3329,FT544,1
1106921,25-09-2020,Wholesale,1920,FT895,78
1106922,25-09-2020,Retail,3385,MW262,3
1106923,26-09-2020,Retail,1572,MW162,1
1106924,26-09-2020,Retail,1910,MW202,1
1106925,26-09-2020,Retail,3370,MW102,2
1106926,26-09-2020,Retail,1121,FT976,3
1106927,26-09-2020,Retail,1975,FT139,1
1106928,26-09-2020,Retail,2198,MW122,1
1106929,27-09-2020,Wholesale,3218,MW252,49
1106930,27-09-2020,Retail,3049,MW202,4
1106931,27-09-2020,Wholesale,1514,SP607,92
1106932,27-09-2020,Retail,2055,SP305,4
1106933,27-09-2020,Retail,1324,SP604,1
1106934,27-09-2020,Retail,1280,SP303,1
1106935,27-09-2020,Retail,1939,MW202,3
1106936,27-09-2020,Retail,2530,SP607,1
1106937,28-09-2020,Retail,2593,MW262,3
1106938,28-09-2020,Retail,1157,MW162,4
1106939,28-09-2020,Retail,2844,SP126,2
1106940,28-09-2020,Wholesale,3018,MW242,122
1106941,28-09-2020,Retail,2882,MW282,1
1106942,28-09-2020,Retail,2286,MW122,101
1106943,28-09-2020,Retail,1875,FT439,1
1106944,28-09-2020,Retail,3669,MW202,1
1106945,28-09-2020,Retail,3510,SP201,2
1106946,29-09-2020,Retail,2969,FT976,2
1106947,29-09-2020,Retail,2313,MW132,1
1106948,29-09-2020,Retail,1797,SP126,2
1106949,29-09-2020,Retail,3408,MW162,92
1106950,29-09-2020,Retail,1165,MW252,4
1106951,29-09-2020,Retail,3870,SP120,2
1106952,29-09-2020,Retail,3577,FT280,1
1106953,29-09-2020,Wholesale,4070,SP304,52
1106954,29-09-2020,Retail,3668,SP125,2
1106955,29-09-2020,Wholesale,2174,MW242,81
1106956,29-09-2020,Wholesale,3321,SP601,152
1106957,29-09-2020,Retail,3925,SP309,1
1106958,30-09-2020,Retail,2385,MW142,2
1106959,30-09-2020,Retail,1123,SP201,2
1106960,30-09-2020,Retail,1638,FT467,1
1106961,30-09-2020,Retail,2020,MW282,3
1106962,30-09-2020,Retail,2256,SP202,1
1106963,30-09-2020,Retail,2689,SP121,1
1106964,30-09-2020,Retail,1807,SP120,1
1106965,30-09-2020,Retail,1431,FT344,2
1106966,01-10-2020,Retail,1147,SP125,1
1106967,01-10-2020,Retail,4119,MW252,3
1106968,01-10-2020,Retail,2398,FT870,2
1106969,01-10-2020,Retail,2579,MW172,3
1106970,01-10-2020,Retail,3671,SP125,2
1106971,01-10-2020,Retail,3518,MW222,1
1106972,01-10-2020,Retail,3286,MW182,1
1106973,01-10-2020,Retail,4019,FT525,1
1106974,02-10-2020,Retail,1679,MW122,2
1106975,02-10-2020,Retail,2717,FT139,1
1106976,02-10-2020,Wholesale,1940,SP125,153
1106977,02-10-2020,Wholesale,3321,MW202,248
1106978,02-10-2020,Retail,1497,FT589,1
1106979,02-10-2020,Retail,1993,MW202,4
1106980,02-10-2020,Retail,3879,SP123,2
1106981,02-10-2020,Retail,1578,FT525,2
1106982,02-10-2020,Retail,1164,FT544,2
1106983,03-10-2020,Retail,3710,SP601,3
1106984,03-10-2020,Retail,1252,SP204,2
1106985,03-10-2020,Wholesale,1926,MW152,86
1106986,04-10-2020,Retail,4091,MW112,3
1106987,04-10-2020,Retail,2713,MW262,2
1106988,04-10-2020,Wholesale,3997,MW232,79
1106989,04-10-2020,Retail,4000,SP305,2
1106990,05-10-2020,Retail,1887,SP607,1
1106991,05-10-2020,Retail,4117,MW152,1
1106992,05-10-2020,Retail,1634,FT644,1
1106993,06-10-2020,Retail,1592,FT609,1
1106994,06-10-2020,Retail,3932,SP305,1
1106995,06-10-2020,Retail,2893,SP603,1
1106996,06-10-2020,Retail,3256,FT870,2
1106997,06-10-2020,Retail,1117,SP303,2
1106998,06-10-2020,Retail,3377,SP609,2
1106999,07-10-2020,Retail,3591,FT350,2
1107000,07-10-2020,Retail,1436,MW132,3
1107001,07-10-2020,Retail,3190,MW232,1
1107002,07-10-2020,Retail,2332,FT530,1
